subset,gen_anc,sex_chr_nonpar_group,variant_qc,capture,csq_set,csq,loftee_label,loftee_flags,max_af,n_non_ref_mean,n_non_ref_min,n_non_ref_max,n_non_ref_q25,n_non_ref_q50,n_non_ref_q75,n_het_mean,n_het_min,n_het_max,n_het_q25,n_het_q50,n_het_q75,n_hom_var_mean,n_hom_var_min,n_hom_var_max,n_hom_var_q25,n_hom_var_q50,n_hom_var_q75,n_hemi_var_mean,n_hemi_var_min,n_hemi_var_max,n_hemi_var_q25,n_hemi_var_q50,n_hemi_var_q75,n_high_ab_het_ref_mean,n_high_ab_het_ref_min,n_high_ab_het_ref_max,n_high_ab_het_ref_q25,n_high_ab_het_ref_q50,n_high_ab_het_ref_q75,n_over_gq_60_mean,n_over_gq_60_min,n_over_gq_60_max,n_over_gq_60_q25,n_over_gq_60_q50,n_over_gq_60_q75,n_over_dp_20_mean,n_over_dp_20_min,n_over_dp_20_max,n_over_dp_20_q25,n_over_dp_20_q50,n_over_dp_20_q75,n_over_dp_30_mean,n_over_dp_30_min,n_over_dp_30_max,n_over_dp_30_q25,n_over_dp_30_q50,n_over_dp_30_q75,n_non_ref_alleles_mean,n_non_ref_alleles_min,n_non_ref_alleles_max,n_non_ref_alleles_q25,n_non_ref_alleles_q50,n_non_ref_alleles_q75,n_singleton_mean,n_singleton_min,n_singleton_max,n_singleton_q25,n_singleton_q50,n_singleton_q75,n_singleton_ti_mean,n_singleton_ti_min,n_singleton_ti_max,n_singleton_ti_q25,n_singleton_ti_q50,n_singleton_ti_q75,n_singleton_tv_mean,n_singleton_tv_min,n_singleton_tv_max,n_singleton_tv_q25,n_singleton_tv_q50,n_singleton_tv_q75,n_insertion_mean,n_insertion_min,n_insertion_max,n_insertion_q25,n_insertion_q50,n_insertion_q75,n_deletion_mean,n_deletion_min,n_deletion_max,n_deletion_q25,n_deletion_q50,n_deletion_q75,n_transition_mean,n_transition_min,n_transition_max,n_transition_q25,n_transition_q50,n_transition_q75,n_transversion_mean,n_transversion_min,n_transversion_max,n_transversion_q25,n_transversion_q50,n_transversion_q75,n_indel_mean,n_indel_min,n_indel_max,n_indel_q25,n_indel_q50,n_indel_q75,n_snp_mean,n_snp_min,n_snp_max,n_snp_q25,n_snp_q50,n_snp_q75,r_ti_tv_mean,r_ti_tv_min,r_ti_tv_max,r_ti_tv_q25,r_ti_tv_q50,r_ti_tv_q75,r_ti_tv_singleton_mean,r_ti_tv_singleton_min,r_ti_tv_singleton_max,r_ti_tv_singleton_q25,r_ti_tv_singleton_q50,r_ti_tv_singleton_q75,r_het_hom_var_mean,r_het_hom_var_min,r_het_hom_var_max,r_het_hom_var_q25,r_het_hom_var_q50,r_het_hom_var_q75,r_insertion_deletion_mean,r_insertion_deletion_min,r_insertion_deletion_max,r_insertion_deletion_q25,r_insertion_deletion_q50,r_insertion_deletion_q75
gnomad,nfe,y_nonpar,pass,,,stop_gained,,,,3.37E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37E-04,0,1,0,0,0,0,0,0,0,0,0,2.67E-04,0,1,0,0,0,2.67E-04,0,1,0,0,0,1.63E-04,0,1,0,0,0,3.37E-04,0,1,0,0,0,1.56E-04,0,1,0,0,0,1.04E-04,0,1,0,0,0,5.19E-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52E-04,0,1,0,0,0,8.52E-05,0,1,0,0,0,0,0,0,0,0,0,3.37E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null
gnomad,nfe,autosome_or_par,pass,,,synonymous_variant,,,,9747.784486,6954,10460,9691,9770,9851,6058.641052,3935,6825,5991,6071,6150,3689.143434,2625,4903,3652,3701,3747,0,0,0,0,0,0,0.1499426265,0,8,0,0,0,9626.258697,6539,10435,9545,9670,9778,9500.060602,5331,10418,9378,9580,9720,8814.238204,3546,10308,8450,8952,9325,13436.92792,9660,14399,13371,13476,13582,2.166735611,0,28,1,2,3,1.46409751,0,20,0,1,2,0.702638101,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11197.21084,8163,11991,11137,11228,11314,2239.717082,1497,2454,2219,2249,2278,0,0,0,0,0,0,13436.92792,9660,14399,13366,13473,13577,5.001827839,4.628252788,5.664739884,4.935555556,4.992929739,5.053148727,1.326890982,0,17,0.1666666667,1,2,1.643049904,0.802773812,1.916715543,1.611052907,1.643412933,1.674913541,NaN,null,null,null,null,null
gnomad,nfe,x_nonpar,pass,,,synonymous_variant,,,,68.51583796,19,171,49,69,87,37.73752262,0,156,0,56,74,6.864771243,0,45,0,4,13,23.9135441,0,117,0,0,48,0.00173379424,0,2,0,0,0,62.75707816,4,170,38,72,86,62.06310903,5,167,38,66,85,52.50491002,0,165,25,59,79,75.3806092,19,186,49,77,100,0.04906062165,0,4,0,0,0,0.03581076463,0,4,0,0,0,0.01324985702,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.38624223,15,161,41,63,83,12.99436697,0,36,8,13,17,0,0,0,0,0,0,75.3806092,19,186,49,77,100,5.180470676,1.210526316,53,4.1,4.80952381,5.846153846,0.07855464972,0,3,0,0,0,6.336310009,0.5555555556,105,4.333333333,5.583333333,7.333333333,NaN,null,null,null,null,null
gnomad,nfe,y_nonpar,pass,,,synonymous_variant,,,,0.1455855215,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1455855215,0,3,0,0,0,0,0,0,0,0,0,0.09655675864,0,3,0,0,0,0.09744239648,0,3,0,0,0,0.05480208403,0,3,0,0,0,0.1455855215,0,3,0,0,0,0.001030156154,0,1,0,0,0,7.71E-04,0,1,0,0,0,2.59E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107421571,0,3,0,0,0,0.03816395046,0,3,0,0,0,0,0,0,0,0,0,0.1455855215,0,3,0,0,0,0.9035042113,0,2,1,1,1,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null
gnomad,nfe,autosome_or_par,pass,,,,,,0.0001,344.37962,161,2600,281,313,376,344.1886742,161,2599,282,314,379,0.1909457812,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.8257465,151,2557,270,300,365,258.9458459,104,1911,201,229,294,204.1257468,66,1381,158,182,228,344.5705658,161,2601,283,313,379,31.30578627,1,590,16,22,37,14.09572738,0,301,7,10,18,14.347802,0,403,8,11,18,7.653870642,0,253,5,7,10,15.54469376,0,243,11,14,19,217.4705165,94,1489,177,198,237,103.9014849,38,616,85,97,115,23.1985644,2,496,17,22,27,321.3720014,149,2105,262,292,349,2.11313019,0.3271812081,5.03030303,1.913043478,2.100502513,2.303030303,1.061704945,0,17,0.6666666667,1,1.272727273,328.307992,3.074074074,2599,257,311,404,0.5309409179,0,13,0.3333333333,0.5,0.6666666667
gnomad,nfe,x_nonpar,pass,,,,,,0.0001,6.472716122,0,110,3,6,9,4.646282594,0,110,0,3,9,0.002345298432,0,11,0,0,0,1.824088229,0,32,0,0,3,0,0,0,0,0,0,5.398981306,0,109,2,4,8,4.459074183,0,79,2,4,6,3.344057438,0,61,1,2,5,6.47506142,0,110,3,6,9,0.6500793157,0,39,0,0,1,0.3247896605,0,20,0,0,0,0.2793818772,0,11,0,0,0,0.1305579436,0,10,0,0,0,0.2604540239,0,9,0,0,0,4.166902875,0,63,2,4,6,1.917146578,0,31,1,2,3,0.3910119675,0,18,0,0,1,6.084049453,0,94,3,5,8,2.323644428,0,24,1,2,3,0.4804960107,0,10,0,0,1,8.886751843,0,34,5,8,12,0.1648147456,0,6,0,0,0
gnomad,nfe,y_nonpar,pass,,,,,,0.0001,0.05157450845,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05157450845,0,7,0,0,0,0,0,0,0,0,0,0.02238180996,0,5,0,0,0,0.02270790256,0,5,0,0,0,0.01193202452,0,5,0,0,0,0.05157450845,0,7,0,0,0,0.01653437683,0,4,0,0,0,0.01021633279,0,3,0,0,0,0.005951189867,0,3,0,0,0,6.78E-04,0,2,0,0,0,0.001011628166,0,1,0,0,0,0.03330961751,0,4,0,0,0,0.0165751384,0,4,0,0,0,0.00168975254,0,3,0,0,0,0.04988475591,0,7,0,0,0,0.05213782124,0,4,0,0,0,0.03223767383,0,3,0,0,0,NaN,null,null,null,null,null,0.01098901099,0,2,0,0,0
gnomad,nfe,autosome_or_par,pass,,,,,,0.001,651.5462837,294,3635,554,605,727,651.0474024,294,3634,552,601,713,0.498881307,0,167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,628.1545235,275,3574,530,579,689,488.2534883,202,2627,393,437,549,382.7640493,130,1970,308,348,433,652.045165,294,3636,553,604,721,31.40504959,1,738,16,22,38,14.14658295,0,378,6,10,17,14.38391852,0,415,7,11,18,15.99965648,0,329,12,15,19,29.44913184,5,311,23,28,34,419.8863304,193,2138,355,388,465,186.7100463,68,858,157,176,206,45.44878832,8,640,35,42,52,606.5963767,265,2996,515,561,661,2.265070076,0.511659808,4.464968153,2.1,2.258823529,2.422077922,1.062007808,0,17,0.6756756757,1,1.333333333,570.8302141,3.846153846,3634,438.5,578,716,0.5629619571,0,5.941176471,0.4285714286,0.5384615385,0.6666666667
gnomad,nfe,x_nonpar,pass,,,,,,0.001,12.47906497,0,133,7,11,17,8.918502678,0,133,0,9,17,0.006365039226,0,14,0,0,0,3.554197257,0,98,0,0,7,0,0,0,0,0,0,10.40336615,0,132,3,9,16,8.533397122,0,95,3,7,12,6.342071848,0,74,2,5,9,12.48543001,0,133,7,11,17,0.6524569879,0,44,0,0,1,0.3260450427,0,22,0,0,0,0.2802325874,0,12,0,0,0,0.2664233839,0,13,0,0,0,0.532033827,0,11,0,0,1,8.133048924,0,92,4,7,11,3.553923879,0,38,2,3,5,0.7984572109,0,22,0,0,1,11.6869728,0,127,6,11,16,2.834947119,0,29,1.5,2.25,3.5,0.4821015361,0,10,0,0,1,16.34995779,0.375,80,11,16,21,0.2787034034,0,6,0,0,0.5
gnomad,nfe,y_nonpar,pass,,,,,,0.001,0.09020906982,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09020906982,0,15,0,0,0,0,0,0,0,0,0,0.04088015356,0,12,0,0,0,0.04163238989,0,13,0,0,0,0.02235957638,0,12,0,0,0,0.09020906982,0,15,0,0,0,0.01680488546,0,6,0,0,0,0.01038679029,0,3,0,0,0,0.006040124212,0,3,0,0,0,0.002089957089,0,2,0,0,0,0.001960261171,0,2,0,0,0,0.05951560427,0,9,0,0,0,0.02664324729,0,8,0,0,0,0.00405021826,0,3,0,0,0,0.08615885156,0,15,0,0,0,0.1060275039,0,6,0,0,0,0.03271028037,0,3,0,0,0,NaN,null,null,null,null,null,0.1136363636,0,2,0,0,0
gnomad,nfe,autosome_or_par,pass,,,,,,0.01,1659.718113,836,6562,1436,1558,1870,1655.613734,832,6307,1429,1549,1862,4.10437837,0,371,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1616.630063,810,6447,1392,1509,1798,1240.941171,597,5161,1022,1126,1392,962.5723967,376,3932,791,891,1085,1663.822491,840,6817,1429,1553,1820,31.48105956,1,927,16,22,38,14.18897278,0,512,6,10,17,14.40513052,0,439,7,11,17,40.6843847,4,399,31,38,48,72.81230239,20,423,58,67,84,1093.976822,572,4548,948,1025,1235,456.3489818,199,1812,388,432,505,113.4966871,36,822,90,103,129,1550.325804,790,6360,1340,1458,1727,2.409863559,0.9804325438,3.38762215,2.286334056,2.400717703,2.518229167,1.062514694,0,17,0.6666666667,1,1.3,631.9920427,3.957627119,3738,320.75,486.5,763.5,0.5639380612,0.078125,3.56626506,0.4807692308,0.5555555556,0.6363636364
gnomad,nfe,x_nonpar,pass,,,,,,0.01,29.24645238,1,305,17,28,39,20.7303914,0,305,0,23,39,0.04767394596,0,31,0,0,0,8.468387032,0,210,0,0,16,0,0,0,0,0,0,24.42299004,0,304,8,24,37,19.84402866,0,267,8,18,28,14.62458858,0,212,5,13,22,29.29412632,1,305,16,27,39,0.6531224483,0,49,0,0,1,0.3264155423,0,22,0,0,0,0.2804376212,0,15,0,0,0,0.6661528832,0,16,0,0,1,1.281246965,0,21,0,1,2,19.16332378,0,202,11,18,25,8.183402697,0,90,4,7,11,1.947399848,0,30,1,2,3,27.34672647,1,283,16,26,36,2.898733755,0,35,1.8,2.409090909,3.333333333,0.482743462,0,10,0,0,1,37.66057592,0.6428571429,253,29,37,46,0.4770905396,0,9,0,0,1
gnomad,nfe,y_nonpar,pass,,,,,,0.01,0.175137663,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175137663,0,24,0,0,0,0,0,0,0,0,0,0.07288910628,0,16,0,0,0,0.07441951812,0,17,0,0,0,0.04015756201,0,15,0,0,0,0.175137663,0,24,0,0,0,0.01683823584,0,6,0,0,0,0.01040902387,0,3,0,0,0,0.006051241005,0,3,0,0,0,0.00210477948,0,2,0,0,0,0.008074497336,0,2,0,0,0,0.1106195018,0,13,0,0,0,0.05433888432,0,13,0,0,0,0.01017927682,0,3,0,0,0,0.1649583861,0,23,0,0,0,0.3606072609,0,7,0,0,1,0.03264925373,0,3,0,0,0,NaN,null,null,null,null,null,0.02757352941,0,2,0,0,0
gnomad,nfe,autosome_or_par,pass,,,,,,,70983.6027,34368,126872,61664,67286,78931,43875.53188,21455,78966,38036,41526,49586,27108.07083,12913,47906,23549,25726,30218,0,0,0,0,0,0,3.639009291,0,105,1,3,4,62967.17475,31164,114546,53566,58626,70718,51547.13668,25304,102619,41998,46419,57996,38193.25945,13959,95434,30637,34911,43167,98091.67353,47281,174778,85060,92653,107083,31.53584314,1,1031,16,22,38,14.22100841,0,577,6,10,17,14.42063575,0,466,7,11,18,3347.303831,958,6583,2718,3085,3778,3112.708064,963,6083,2545,2889,3585,65218.905,33411,114378,57130,61936,73948,26412.75663,11949,47814,22687,24964,28981,6460.011896,1921,12639,5281,5980,7366,91631.66163,45360,162192,79769,86825,101025,2.477209853,2.351183781,2.796133568,2.446097193,2.474927737,2.506213866,1.062777793,0,17,0.6842105263,1,1.3,1.618685783,0.8026496948,1.900146063,1.595172661,1.617894308,1.641914001,1.072899041,0.9133858268,1.189446684,1.056987296,1.073863636,1.089509488
gnomad,nfe,x_nonpar,pass,,,,,,,450.3776848,130,1363,279,456,541,248.0756431,0,1230,0,334,448,53.26793776,0,434,0,58,94,149.0341039,0,815,0,0,270,0.01721384302,0,5,0,0,0,350.2125661,21,1328,124,386,501,287.8915479,20,1164,126,282,373,203.0240555,1,964,65,193,285,503.6456225,130,1611,278,509,628,0.6540468988,0,56,0,0,1,0.3269748888,0,27,0,0,0,0.2806984097,0,17,0,0,0,17.5213415,0,66,10,16,24,19.49738852,0,74,10,18,27,329.6282486,82,1032,182,327,410,136.9986439,27,461,75,134,172,37.01873001,1,140,20,35,50,466.6268925,120,1493,258,463,579,2.458600927,1.470588235,4.64516129,2.275641026,2.428571429,2.601503759,0.4835108794,0,10,0,0,1,4.909772315,0.6613333333,15.63333333,4.163043478,4.782608696,5.543209877,0.9950852161,0,14,0.75,0.9090909091,1.125
gnomad,nfe,y_nonpar,pass,,,,,,,1.02938539,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.02938539,0,40,0,0,1,0,0,0,0,0,0,0.3688329591,0,23,0,0,0,0.3917631975,0,24,0,0,0,0.1951404792,0,20,0,0,0,1.02938539,0,40,0,0,1,0.01684935263,0,6,0,0,0,0.01041643507,0,3,0,0,0,0.006054946602,0,3,0,0,0,0.0406578177,0,3,0,0,0,0.01617493386,0,2,0,0,0,0.690979093,0,22,0,0,1,0.281573545,0,18,0,0,0,0.05683275155,0,4,0,0,0,0.972552638,0,39,0,0,1,1.408379059,0,9,0.5,1,2,0.03262896209,0,3,0,0,0,NaN,null,null,null,null,null,0.1280697728,0,2,0,0,0
gnomad,nfe,autosome_or_par,,broad,,,,,,41025.91817,24116,74050,37299,39060,43046,25497.73324,14842,46591,23148,24227,26536,15528.18493,9085,27469,14157,14831,16422,0,0,0,0,0,0,3.636525505,0,60,2,3,5,38144.75824,21600,65566,34537,36355,40034,34217.89757,18351,57700,30708,32700,35974,28498.29138,11372,52775,25086,27642,31633,56554.1031,33353,101509,51469,53856,58771,19.82209005,0,1031,10,14,24,9.108482642,0,593,4,6,11,8.894909407,0,299,4,7,11,1611.141757,567,3397,1367,1495,1749,1439.833813,587,2992,1243,1341,1538,38562.13628,23772,67688,35394,36833,41266,14940.99096,8393,27450,13526,14232,16429,3050.97557,1188,6371,2619,2842,3366,53503.12724,32165,95138,48867,51055,57433,2.587832703,2.408300225,2.933186149,2.551385526,2.588901801,2.619098549,1.199552032,0,18,0.6666666667,1,1.444444444,1.642179254,0.7945958758,1.951083891,1.613838997,1.640675053,1.667523507,1.115198309,0.8900763359,1.266151298,1.08994709,1.116064566,1.140552995
gnomad,nfe,x_nonpar,,broad,,,,,,546.6911796,236,1109,419,560,634,193.2144311,0,819,0,290,363,144.65709,0,518,0,226,278,208.8196584,0,740,0,0,412,0.02904105351,0,5,0,0,0,432.6774783,57,1046,241,475,576,405.6320777,59,956,243,428,524,308.1223728,4,862,137,320,432,691.3482696,236,1558,417,767,906,0.453358417,0,59,0,0,1,0.2298590303,0,34,0,0,0,0.1902029834,0,18,0,0,0,31.64423406,2,79,19,31,43,23.61317144,0,65,13,21,34,448.9235494,169,991,272,513,578,187.1673147,56,453,112,206,251,55.2574055,4,139,33,51,78,636.0908641,230,1429,382,721,827,2.428224667,1.758333333,3.857142857,2.296610169,2.407079646,2.536231884,0.3530137251,0,8,0,0,1,1.341663211,0.3208661417,3.007490637,1.198473282,1.327027027,1.46692607,1.425150656,0.4166666667,15,1.166666667,1.35,1.6
gnomad,nfe,y_nonpar,,broad,,,,,,2.092425017,0,66,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2.092425017,0,66,0,1,3,0,0,0,0,0,0,0.685913541,0,38,0,0,1,0.7392630307,0,45,0,0,1,0.3859046476,0,30,0,0,0,2.092425017,0,66,0,1,3,0.01969895724,0,6,0,0,0,0.01059059816,0,3,0,0,0,0.007807694303,0,3,0,0,0,0.2128013577,0,4,0,0,0,0.013714417,0,4,0,0,0,1.132089735,0,33,0,0,1,0.7338195077,0,28,0,0,1,0.2265157747,0,6,0,0,0,1.865909243,0,60,0,0,3,1.296109606,0,11,0.5,1,2,0.03653410928,0,3,0,0,0,NaN,null,null,null,null,null,0.7993818618,0,4,0,1,1
gnomad,nfe,autosome_or_par,,ukb,,,,,,23538.32947,13876,26002,21508,24658,24875,14690.17761,8543,17017,13545,15295,15514,8848.15186,5099,12398,8042,9268,9403,0,0,0,0,0,0,1.548368183,0,26,0,1,2,23115.78588,12989,25684,21212,24174,24571,22684.86153,11181,25575,20890,23708,24338,20795.83004,7616,25298,19336,21045,22697,32386.48133,19102,35432,29499,33966,34268,10.64457398,0,102,6,8,13,5.117239742,0,47,2,4,6,4.670287731,0,80,2,4,6,496.7685708,98,673,350,570,588,452.5802006,110,617,329,512,530,23414.41929,14453,25478,21648,24377,24592,8022.713266,4416,8980,7215,8466,8563,949.3487714,216,1233,676,1086,1116,31437.13255,18882,34283,28867,32873,33154,2.926602671,2.753423094,3.375241779,2.866142656,2.890530479,2.989756368,1.381996259,0,17,0.6666666667,1,1.666666667,1.662517083,0.811905146,1.988438365,1.631521075,1.660905968,1.691965774,1.091863377,0.7025862069,1.446153846,1.058282209,1.096774194,1.13243762
gnomad,nfe,x_nonpar,,ukb,,,,,,319.832518,138,552,263,319,387,112.4514699,0,383,0,173,220,82.74597936,0,256,0,120,165,124.6350687,0,400,0,0,261,0.01544407794,0,5,0,0,0,276.7220911,51,550,187,273,368,273.81593,50,545,188,287,365,222.0976554,4,517,119,253,327,402.5784974,138,739,263,451,555,0.2456987874,0,13,0,0,0,0.1321334662,0,7,0,0,0,0.09950971752,0,7,0,0,0,11.49233102,0,29,7,10,17,11.10492693,0,28,6,9,17,280.2667147,101,502,184,324,378,99.71452466,26,190,65,101,140,22.59725794,0,51,14,19,35,379.9812394,135,692,248,419,518,2.873912909,1.916666667,5.314285714,2.638297872,2.814285714,3.066666667,0.2100639262,0,7,0,0,0,1.379582281,0.3411214953,2.924731183,1.21875,1.354037267,1.505952381,1.099619128,0,11,0.875,1,1.25
gnomad,nfe,y_nonpar,,ukb,,,,,,0.2668474998,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2668474998,0,6,0,0,0,0,0,0,0,0,0,0.1947402747,0,6,0,0,0,0.1963225649,0,6,0,0,0,0.1166818596,0,6,0,0,0,0.2668474998,0,6,0,0,0,0.009004602352,0,3,0,0,0,0.005021084851,0,2,0,0,0,0.003594429746,0,2,0,0,0,4.45E-04,0,1,0,0,0,0.001107973705,0,2,0,0,0,0.1672262119,0,4,0,0,0,0.09806864249,0,4,0,0,0,0.001552645426,0,2,0,0,0,0.2652948544,0,6,0,0,0,0.4487691284,0,3,0,0.5,0.5,0.01664932362,0,1,0,0,0,NaN,null,null,null,null,null,0,0,0,0,0,0
gnomad,nfe,autosome_or_par,,ukb_broad_intersect,,,,,,22602.66333,13816,24644,21327,23364,23575,14118.60716,8503,16076,13402,14504,14720,8484.056165,5074,11711,7984,8759,8893,0,0,0,0,0,0,1.516176084,0,26,0,1,2,22210.45207,12938,24409,21070,22936,23295,21812.52967,11149,24292,20734,22526,23085,20034.26186,7600,24033,18959,20254,21611,31086.71949,19019,33645,29277,32169,32449,10.37489164,0,96,6,8,12,4.985048722,0,47,2,4,6,4.559621659,0,77,2,4,6,438.7449614,95,577,342,490,506,398.9651658,108,536,320,439,455,22582.50479,14404,24317,21500,23234,23438,7666.504577,4394,8448,7151,7978,8067,837.7101272,211,1072,661,933,960,30249.00936,18808,32646,28626,31226,31498,2.951190708,2.775505294,3.379591837,2.899232608,2.924965552,2.996061331,1.374534577,0,17,0.6666666667,1,1.666666667,1.665881211,0.8142771753,1.98658377,1.6349242,1.664454443,1.695042735,1.094619396,0.6902654867,1.432989691,1.057017544,1.100671141,1.138888889
gnomad,nfe,x_nonpar,,ukb_broad_intersect,,,,,,312.7010356,138,533,257,314,377,109.3678396,0,368,0,171,213,81.22394543,0,253,0,120,161,122.1092506,0,384,0,0,255,0.01543328669,0,5,0,0,0,270.9444592,50,529,184,268,358,268.1814765,49,526,187,287,355,217.9633044,4,499,115,229,318,393.924981,138,715,255,405,539,0.2409848095,0,13,0,0,0,0.129775578,0,7,0,0,0,0.09761585307,0,7,0,0,0,10.69550868,0,28,6,9,16,11.08167538,0,28,6,9,17,274.5574994,101,486,179,320,369,97.59029759,26,184,63,98,136,21.77718406,0,50,13,18,34,372.147797,135,670,242,421,506,2.874338863,1.87804878,5.285714286,2.638157895,2.806451613,3.057692308,0.2072359756,0,7,0,0,0,1.367030584,0.338028169,2.911111111,1.210526316,1.345679012,1.5,1.025006789,0,10,0.8,1,1.142857143
gnomad,nfe,y_nonpar,,ukb_broad_intersect,,,,,,0.2642832262,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2642832262,0,6,0,0,0,0,0,0,0,0,0,0.1927726023,0,6,0,0,0,0.1943326589,0,6,0,0,0,0.1157035818,0,6,0,0,0,0.2642832262,0,6,0,0,0,0.008871200836,0,3,0,0,0,0.0049432673,0,2,0,0,0,0.003549962573,0,2,0,0,0,4.41E-04,0,1,0,0,0,0.001063506533,0,2,0,0,0,0.1649435637,0,4,0,0,0,0.09783518984,0,4,0,0,0,0.001504472656,0,2,0,0,0,0.2627787536,0,6,0,0,0,0.4493279907,0,3,0,0.5,0.5,0.01475237092,0,1,0,0,0,NaN,null,null,null,null,null,0,0,0,0,0,0
gnomad,nfe,autosome_or_par,,ukb_broad_union,,,,,,41961.58431,24176,74268,38546,40327,44046,26069.30369,14916,46722,23930,25030,27824,15892.28062,9111,27549,14633,15304,16573,0,0,0,0,0,0,3.668717604,0,62,2,3,5,39050.09205,21651,65763,35676,37573,40883,35090.22943,18383,57897,31873,33846,37323,29259.85956,11388,52958,25964,28608,32111,57853.86493,33436,101814,53205,55632,61014,20.09177239,0,1031,10,14,25,9.240673662,0,593,4,6,11,9.005575479,0,302,4,7,11,1669.165367,570,3413,1443,1572,1810,1493.448848,591,3002,1315,1414,1606,39394.05079,23824,67893,36464,37938,41833,15297.19965,8415,27528,13965,14714,16110,3162.614215,1196,6393,2759,2990,3423,54691.25043,32239,95421,50431,52601,56694,2.581372499,2.409173624,2.933758701,2.547432942,2.581962719,2.610799136,1.201616977,0,18,0.6666666667,1,1.428571429,1.640547423,0.7938664953,1.952082328,1.612781955,1.639793841,1.666666667,1.114318129,0.8910162003,1.265041494,1.09039548,1.11562719,1.140646976
gnomad,nfe,x_nonpar,,ukb_broad_union,,,,,,553.822662,236,1111,424,564,644,196.2980615,0,821,0,294,372,146.179124,0,519,0,224,280,211.3454765,0,741,0,0,420,0.02905184476,0,5,0,0,0,438.4551102,59,1048,244,468,587,411.2665313,59,958,246,437,536,312.2567238,4,863,143,324,445,700.001786,236,1561,424,799,921,0.4580723949,0,59,0,0,1,0.2322169185,0,34,0,0,0,0.1920968479,0,18,0,0,0,32.44105639,2,79,19,31,45,23.63642299,0,65,14,21,34,454.6327648,169,994,277,510,589,189.2915418,56,455,114,210,254,56.07747938,4,139,34,51,80,643.9243066,230,1432,391,731,838,2.431463116,1.776859504,3.857142857,2.294117647,2.402877698,2.529616725,0.35445626,0,8,0,0,1,1.349631209,0.3222003929,3.02247191,1.208201893,1.332179931,1.473076923,1.458179513,0.4166666667,15,1.2,1.375,1.636363636
gnomad,nfe,y_nonpar,,ukb_broad_union,,,,,,2.094989291,0,66,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2.094989291,0,66,0,1,3,0,0,0,0,0,0,0.6878812134,0,38,0,0,1,0.7412529367,0,45,0,0,1,0.3868829253,0,30,0,0,0,2.094989291,0,66,0,1,3,0.01983235876,0,6,0,0,0,0.01066841571,0,3,0,0,0,0.007852161475,0,3,0,0,0,0.2128050633,0,4,0,0,0,0.01375888417,0,4,0,0,0,1.134372383,0,33,0,0,1,0.7340529604,0,28,0,0,1,0.2265639475,0,6,0,0,0,1.868425343,0,60,0,0,3,1.298925999,0,11,0.5,1,2,0.03778742563,0,3,0,0,0,NaN,null,null,null,null,null,0.7972873563,0,4,0,1,1
gnomad,nfe,autosome_or_par,,,,,,,,72938.5553,35534,131120,63065,68873,79548,45162.53593,22271,81869,38989,42609,49861,27776.01937,13263,49526,24177,26356,30877,0,0,0,0,0,0,6.612768567,0,123,3,5,8,64630.05751,32237,118207,54791,59949,71124,52974.45101,26210,105974,43205,47949,60136,39297.73034,14651,98358,31445,35802,44091,100714.5747,48797,180371,87179,95305,110175,33.70376938,1,1859,18,24,41,14.94175602,0,1075,7,10,18,15.50904307,0,564,8,12,19,3575.21551,1062,7049,2902,3289,4051,3266.038762,1040,6354,2686,3029,3815,66502.69304,34274,117358,58072,63030,72943,27370.62708,12421,49688,23507,25918,29901,6841.254272,2102,13383,5584,6307,7743,93873.32011,46695,167046,81499,88937,103625,2.437154724,2.314197956,2.75935915,2.40394069,2.433974587,2.46474889,1.032552406,0,17,0.6666666667,0.9473684211,1.25,1.625799135,0.8142465197,1.922279568,1.602031424,1.625658695,1.649681529,1.091764319,0.9324068225,1.209391304,1.075565912,1.09250073,1.109698511
