subset,gen_anc,sex_chr_nonpar_group,variant_qc,capture,csq_set,csq,loftee_label,loftee_flags,max_af,n_non_ref_mean,n_non_ref_min,n_non_ref_max,n_non_ref_q25,n_non_ref_q50,n_non_ref_q75,n_het_mean,n_het_min,n_het_max,n_het_q25,n_het_q50,n_het_q75,n_hom_var_mean,n_hom_var_min,n_hom_var_max,n_hom_var_q25,n_hom_var_q50,n_hom_var_q75,n_hemi_var_mean,n_hemi_var_min,n_hemi_var_max,n_hemi_var_q25,n_hemi_var_q50,n_hemi_var_q75,n_high_ab_het_ref_mean,n_high_ab_het_ref_min,n_high_ab_het_ref_max,n_high_ab_het_ref_q25,n_high_ab_het_ref_q50,n_high_ab_het_ref_q75,n_over_gq_60_mean,n_over_gq_60_min,n_over_gq_60_max,n_over_gq_60_q25,n_over_gq_60_q50,n_over_gq_60_q75,n_over_dp_20_mean,n_over_dp_20_min,n_over_dp_20_max,n_over_dp_20_q25,n_over_dp_20_q50,n_over_dp_20_q75,n_over_dp_30_mean,n_over_dp_30_min,n_over_dp_30_max,n_over_dp_30_q25,n_over_dp_30_q50,n_over_dp_30_q75,n_non_ref_alleles_mean,n_non_ref_alleles_min,n_non_ref_alleles_max,n_non_ref_alleles_q25,n_non_ref_alleles_q50,n_non_ref_alleles_q75,n_singleton_mean,n_singleton_min,n_singleton_max,n_singleton_q25,n_singleton_q50,n_singleton_q75,n_singleton_ti_mean,n_singleton_ti_min,n_singleton_ti_max,n_singleton_ti_q25,n_singleton_ti_q50,n_singleton_ti_q75,n_singleton_tv_mean,n_singleton_tv_min,n_singleton_tv_max,n_singleton_tv_q25,n_singleton_tv_q50,n_singleton_tv_q75,n_insertion_mean,n_insertion_min,n_insertion_max,n_insertion_q25,n_insertion_q50,n_insertion_q75,n_deletion_mean,n_deletion_min,n_deletion_max,n_deletion_q25,n_deletion_q50,n_deletion_q75,n_transition_mean,n_transition_min,n_transition_max,n_transition_q25,n_transition_q50,n_transition_q75,n_transversion_mean,n_transversion_min,n_transversion_max,n_transversion_q25,n_transversion_q50,n_transversion_q75,n_indel_mean,n_indel_min,n_indel_max,n_indel_q25,n_indel_q50,n_indel_q75,n_snp_mean,n_snp_min,n_snp_max,n_snp_q25,n_snp_q50,n_snp_q75,r_ti_tv_mean,r_ti_tv_min,r_ti_tv_max,r_ti_tv_q25,r_ti_tv_q50,r_ti_tv_q75,r_ti_tv_singleton_mean,r_ti_tv_singleton_min,r_ti_tv_singleton_max,r_ti_tv_singleton_q25,r_ti_tv_singleton_q50,r_ti_tv_singleton_q75,r_het_hom_var_mean,r_het_hom_var_min,r_het_hom_var_max,r_het_hom_var_q25,r_het_hom_var_q50,r_het_hom_var_q75,r_insertion_deletion_mean,r_insertion_deletion_min,r_insertion_deletion_max,r_insertion_deletion_q25,r_insertion_deletion_q50,r_insertion_deletion_q75
ukb,mid,x_nonpar,pass,,,intergenic_variant,,,,0.01481481481,0,1,0,0,0,0.007407407407,0,1,0,0,0,0.001234567901,0,1,0,0,0,0.006172839506,0,1,0,0,0,0,0,0,0,0,0,0.008641975309,0,1,0,0,0,0.001234567901,0,1,0,0,0,0,0,0,0,0,0,0.01604938272,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002469135802,0,1,0,0,0,0.01358024691,0,2,0,0,0,0,0,0,0,0,0,0.01604938272,0,2,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,0,0,0,0,0,0,NaN,null,null,null,null,null
ukb,mid,y_nonpar,pass,,,intergenic_variant,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
ukb,mid,autosome_or_par,pass,,,intron_variant,,,,37195.29136,20830,55294,33705,37382,40928,23191.17284,12738,35688,20842,23236,25603,14004.11852,8092,21289,12530,14009,15359,0,0,0,0,0,0,1.888888889,0,33,1,1,3,30286.64691,16145,49168,26815,30205,33599,19856.81975,9706,38813,16516,19517,22625,11450.80247,4818,24926,9150,11129,13277,51199.40988,28922,74900,46169,51313,56246,68.12469136,16,124,56,68,80,32.75432099,5,70,26,33,39,28.93333333,4,61,23,29,35,2145.330864,1154,3278,1911,2152,2369,1995.095062,1034,3037,1777,1999,2198,32657.25309,18535,47465,29475,32802,35764,14401.73086,8199,21120,12982,14419,15817,4140.425926,2188,6315,3699,4151,4568,47058.98395,26734,68585,42387,47172,51603,2.268411431,2.212849327,2.347734167,2.254597443,2.268103204,2.281400884,1.178096244,0.4117647059,3.333333333,0.9310344828,1.135135135,1.375,1.658955098,1.201932446,1.973570937,1.604731966,1.657690578,1.72335845,1.075690692,0.9982404692,1.16053108,1.059210526,1.075159915,1.09277469
ukb,mid,x_nonpar,pass,,,intron_variant,,,,206.0395062,67,472,137,173,277,91.31851852,0,392,0,0,223,20.3,0,105,0,0,47,94.42098765,0,261,0,121,155,0.002469135802,0,1,0,0,0,122.4148148,4,435,28,45,246,81.10493827,4,311,28,44,140,42.31358025,0,211,9,18,79,226.3395062,67,558,137,173,327,1.151851852,0,9,0,1,2,0.637037037,0,5,0,0,1,0.4345679012,0,5,0,0,1,13.01358025,3,33,8,10,18,10.56296296,0,36,6,8,15,134.0493827,40,330,81,104,191,68.71358025,15,169,41,53,99,23.57654321,4,64,14,18,34,202.762963,59,499,124,155,292,1.978286975,1.142857143,3.451612903,1.776595745,1.954545455,2.142857143,0.7575641026,0,5,0,0.5,1,4.848519276,1.333333333,14.35,3.779661017,4.683333333,5.590909091,1.448275882,0.4545454545,8,1,1.25,1.7
ukb,mid,y_nonpar,pass,,,intron_variant,,,,1.425242718,0,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1.425242718,0,6,0,1,2,0,0,0,0,0,0,0.07572815534,0,2,0,0,0,0.07572815534,0,2,0,0,0,0.003883495146,0,1,0,0,0,1.425242718,0,6,0,1,2,0.02524271845,0,1,0,0,0,0.01359223301,0,1,0,0,0,0.01165048544,0,1,0,0,0,0.005825242718,0,1,0,0,0,0.005825242718,0,1,0,0,0,1.025242718,0,6,0,1,1,0.3883495146,0,3,0,0,1,0.01165048544,0,1,0,0,0,1.413592233,0,6,0,1,2,0.3902439024,0,4,0,0,1,0,0,0,0,0,0,NaN,null,null,null,null,null,0,0,0,0,0,0
ukb,mid,autosome_or_par,pass,,,missense_variant,,,,8389.392593,7392,8989,8265,8369,8500,5295.844444,4226,6007,5158,5282,5436,3093.548148,2861,3535,3030,3082,3135,0,0,0,0,0,0,0.187654321,0,5,0,0,0,8267.88642,6889,8910,8128,8275,8405,8156.187654,6561,8860,8013,8178,8322,7480.919753,5397,8590,7162,7587,7899,11482.94074,10459,12132,11359,11474,11583,30.07901235,6,58,25,30,36,14.04938272,1,29,11,14,17,16.02962963,2,41,12,16,20,0,0,0,0,0,0,0,0,0,0,0,0,7790.866667,7021,8268,7704,7783,7861,3692.074074,3438,3865,3648,3691,3733,0,0,0,0,0,0,11482.94074,10459,12132,11362,11475,11584,2.110393695,2.025613942,2.213605442,2.091157205,2.110157764,2.128579295,0.9507368911,0.125,3,0.6956521739,0.8888888889,1.133333333,1.715187608,1.215765247,2.05627403,1.652597403,1.71719457,1.788863109,NaN,null,null,null,null,null
ukb,mid,x_nonpar,pass,,,missense_variant,,,,51.79382716,20,107,38,46,66,22.41604938,0,90,0,0,56,3.782716049,0,38,0,0,8,25.59506173,0,65,0,35,41,0.003703703704,0,1,0,0,0,44.30246914,6,104,26,35,66,44.09259259,6,104,27,35,65,33.51358025,0,96,13,21,60,55.57654321,20,129,38,46,77,0.5518518519,0,5,0,0,1,0.3098765432,0,4,0,0,0,0.2419753086,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.48024691,11,94,27,32,54,16.0962963,2,45,11,14,21,0,0,0,0,0,0,55.57654321,20,129,38,46,77,2.626350353,1,9,2.074074074,2.464285714,3,0.3948412698,0,3,0,0,1,7.580936236,0.90625,61,4.5,6.333333333,8.5,NaN,null,null,null,null,null
ukb,mid,y_nonpar,pass,,,missense_variant,,,,0.3669902913,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3669902913,0,2,0,0,1,0,0,0,0,0,0,0.3029126214,0,2,0,0,1,0.3029126214,0,2,0,0,1,0.145631068,0,2,0,0,0,0.3669902913,0,2,0,0,1,0.01359223301,0,1,0,0,0,0.003883495146,0,1,0,0,0,0.009708737864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07572815534,0,1,0,0,0,0.2912621359,0,2,0,0,1,0,0,0,0,0,0,0.3669902913,0,2,0,0,1,0.1156462585,0,1,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null
ukb,mid,autosome_or_par,pass,,,splice_acceptor_variant,HC,no_flags,,10.7345679,5,18,9,11,12,6.525925926,1,14,5,6,8,4.208641975,2,8,3,4,5,0,0,0,0,0,0,0.05308641975,0,1,0,0,0,10.36296296,4,18,9,10,12,9.539506173,3,16,8,10,11,7.233333333,1,15,6,7,9,14.94320988,7,24,13,15,17,0.2530864198,0,2,0,0,0,0.1074074074,0,2,0,0,0,0.1,0,2,0,0,0,0.7432098765,0,5,0,1,1,6.348148148,4,12,5,6,7,4.113580247,0,10,3,4,5,3.738271605,0,8,3,4,5,7.091358025,4,14,6,7,8,7.851851852,1,15,6,8,9,1.281727369,0,10,0.75,1,1.5,0.03896103896,0,1,0,0,0,1.727952675,0.1666666667,6.5,1,1.5,2.25,0.1217191759,0,0.8333333333,0,0.125,0.2
ukb,mid,x_nonpar,pass,,,splice_acceptor_variant,HC,no_flags,,0.007407407407,0,1,0,0,0,0.003703703704,0,1,0,0,0,0,0,0,0,0,0,0.003703703704,0,1,0,0,0,0,0,0,0,0,0,0.003703703704,0,1,0,0,0,0.001234567901,0,1,0,0,0,0.001234567901,0,1,0,0,0,0.007407407407,0,1,0,0,0,0.001234567901,0,1,0,0,0,0.001234567901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004938271605,0,1,0,0,0,0.002469135802,0,1,0,0,0,0,0,0,0,0,0,0.007407407407,0,1,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
ukb,mid,y_nonpar,pass,,,splice_acceptor_variant,HC,no_flags,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
ukb,mid,autosome_or_par,pass,,,splice_acceptor_variant,HC,with_flags,,1.697530864,0,5,1,2,2,1.034567901,0,4,0,1,2,0.662962963,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.397530864,0,5,1,1,2,1.232098765,0,5,1,1,2,0.7728395062,0,4,0,1,1,2.360493827,0,7,2,2,3,0.01481481481,0,1,0,0,0,0.008641975309,0,1,0,0,0,0.004938271605,0,1,0,0,0,0,0,0,0,0,0,0.001234567901,0,1,0,0,0,2.279012346,0,6,2,2,3,0.08024691358,0,2,0,0,0,0.001234567901,0,1,0,0,0,2.359259259,0,7,2,2,3,1.896825397,0,5,1,2,2,0,0,0,0,0,0,0.7191734417,0,4,0,1,1,0,0,0,0,0,0
ukb,mid,x_nonpar,pass,,,splice_acceptor_variant,HC,with_flags,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
ukb,mid,y_nonpar,pass,,,splice_acceptor_variant,HC,with_flags,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
ukb,mid,autosome_or_par,pass,,,splice_acceptor_variant,HC,,,12.43209877,5,19,11,12,14,7.560493827,1,15,6,8,9,4.871604938,2,9,4,5,6,0,0,0,0,0,0,0.05308641975,0,1,0,0,0,11.76049383,4,19,10,12,13,10.77160494,4,18,9,11,12,8.00617284,1,16,6,8,10,17.3037037,9,27,15,17,19,0.2679012346,0,2,0,0,0,0.1160493827,0,2,0,0,0,0.1049382716,0,2,0,0,0,0.7432098765,0,5,0,1,1,6.349382716,4,12,5,6,7,6.392592593,1,13,5,6,8,3.818518519,0,8,3,4,5,7.092592593,4,14,6,7,8,10.21111111,2,17,9,10,12,1.942060054,0.2857142857,12,1.25,1.666666667,2.333333333,0.03703703704,0,1,0,0,0,1.713442093,0.25,7.5,1.166666667,1.5,2,0.1216750842,0,0.8333333333,0,0.125,0.2
ukb,mid,x_nonpar,pass,,,splice_acceptor_variant,HC,,,0.007407407407,0,1,0,0,0,0.003703703704,0,1,0,0,0,0,0,0,0,0,0,0.003703703704,0,1,0,0,0,0,0,0,0,0,0,0.003703703704,0,1,0,0,0,0.001234567901,0,1,0,0,0,0.001234567901,0,1,0,0,0,0.007407407407,0,1,0,0,0,0.001234567901,0,1,0,0,0,0.001234567901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004938271605,0,1,0,0,0,0.002469135802,0,1,0,0,0,0,0,0,0,0,0,0.007407407407,0,1,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
ukb,mid,y_nonpar,pass,,,splice_acceptor_variant,HC,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
ukb,mid,autosome_or_par,pass,,,splice_acceptor_variant,LC,,,2.171604938,0,7,1,2,3,1.969135802,0,7,1,2,3,0.2024691358,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.097530864,0,7,1,2,3,1.664197531,0,6,1,2,2,1.35308642,0,6,1,1,2,2.374074074,0,7,1,2,3,0.01975308642,0,1,0,0,0,0.01111111111,0,1,0,0,0,0.006172839506,0,1,0,0,0,0.004938271605,0,1,0,0,0,0.4481481481,0,3,0,0,1,0.7259259259,0,4,0,1,1,1.195061728,0,4,0,1,2,0.4530864198,0,3,0,0,1,1.920987654,0,7,1,2,3,0.5157312925,0,4,0,0.25,1,0,0,0,0,0,0,1.5,0,5,1,1,2,0.004792332268,0,1,0,0,0
ukb,mid,x_nonpar,pass,,,splice_acceptor_variant,LC,,,0.01604938272,0,2,0,0,0,0.01111111111,0,2,0,0,0,0,0,0,0,0,0,0.004938271605,0,1,0,0,0,0,0,0,0,0,0,0.01111111111,0,2,0,0,0,0.004938271605,0,1,0,0,0,0.001234567901,0,1,0,0,0,0.01604938272,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987654321,0,1,0,0,0,0.006172839506,0,1,0,0,0,0,0,0,0,0,0,0.00987654321,0,1,0,0,0,0.006172839506,0,1,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,0,0,0,0,0,0
ukb,mid,y_nonpar,pass,,,splice_acceptor_variant,LC,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
ukb,mid,autosome_or_par,pass,,,splice_acceptor_variant,,,,16.7037037,6,27,15,17,19,11.25925926,2,21,9,11,13,5.444444444,2,10,4,5,6,0,0,0,0,0,0,0.05308641975,0,1,0,0,0,15.9308642,5,27,14,16,18,14.35555556,5,24,12,14,16,10.99753086,1,21,9,11,13,22.14814815,10,34,20,22,25,0.2938271605,0,2,0,0,1,0.1283950617,0,2,0,0,0,0.1111111111,0,2,0,0,0,0.749382716,0,6,0,1,1,6.824691358,4,12,6,7,8,9.385185185,3,17,8,9,11,5.188888889,1,11,4,5,6,7.574074074,4,16,6,7,9,14.57407407,6,24,13,14,17,2.089035015,0.4285714286,13,1.333333333,1.8,2.5,0.07058823529,0,1,0,0,0,2.289373898,0.5,9.5,1.571428571,2,2.75,0.1139469207,0,0.75,0,0.1111111111,0.1666666667
ukb,mid,x_nonpar,pass,,,splice_acceptor_variant,,,,0.02716049383,0,2,0,0,0,0.01728395062,0,2,0,0,0,0,0,0,0,0,0,0.00987654321,0,1,0,0,0,0,0,0,0,0,0,0.01728395062,0,2,0,0,0,0.006172839506,0,1,0,0,0,0.002469135802,0,1,0,0,0,0.02716049383,0,2,0,0,0,0.001234567901,0,1,0,0,0,0.001234567901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987654321,0,1,0,0,0,0.01358024691,0,1,0,0,0,0.003703703704,0,1,0,0,0,0.00987654321,0,1,0,0,0,0.01728395062,0,1,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,0,0,0,0,0,0
ukb,mid,y_nonpar,pass,,,splice_acceptor_variant,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
ukb,mid,autosome_or_par,pass,,,splice_donor_variant,HC,no_flags,,10.74567901,3,21,9,11,12,8.934567901,2,20,7,9,11,1.811111111,0,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10.3962963,2,21,8,10,12,9.635802469,1,20,8,9,11,7.481481481,1,17,6,7,9,12.55679012,4,24,10,13,15,0.3333333333,0,3,0,0,1,0.1592592593,0,3,0,0,0,0.1419753086,0,2,0,0,0,0.04567901235,0,2,0,0,0,4.039506173,0,9,3,4,5,5.843209877,1,14,4,6,7,2.628395062,0,9,2,3,4,4.085185185,0,9,3,4,5,8.471604938,2,18,7,8,10,2.82290472,0.2,13,1.5,2,3.5,0.2028301887,0,1,0,0,0,5.608644537,0.5,16,3,4.5,8,0.01271369417,0,1,0,0,0
ukb,mid,x_nonpar,pass,,,splice_donor_variant,HC,no_flags,,0.05185185185,0,2,0,0,0,0.03333333333,0,2,0,0,0,0,0,0,0,0,0,0.01851851852,0,1,0,0,0,0,0,0,0,0,0,0.03950617284,0,2,0,0,0,0.03086419753,0,2,0,0,0,0.01851851852,0,2,0,0,0,0.05185185185,0,2,0,0,0,0.002469135802,0,1,0,0,0,0,0,0,0,0,0,0.002469135802,0,1,0,0,0,0,0,0,0,0,0,0.001234567901,0,1,0,0,0,0.04814814815,0,2,0,0,0,0.002469135802,0,1,0,0,0,0.001234567901,0,1,0,0,0,0.05061728395,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,0,0,0,0,0,0
ukb,mid,y_nonpar,pass,,,splice_donor_variant,HC,no_flags,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
ukb,mid,autosome_or_par,pass,,,splice_donor_variant,HC,with_flags,,0.00987654321,0,1,0,0,0,0.00987654321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987654321,0,1,0,0,0,0.00987654321,0,1,0,0,0,0.007407407407,0,1,0,0,0,0.00987654321,0,1,0,0,0,0.001234567901,0,1,0,0,0,0,0,0,0,0,0,0.001234567901,0,1,0,0,0,0,0,0,0,0,0,0.001234567901,0,1,0,0,0,0.001234567901,0,1,0,0,0,0.007407407407,0,1,0,0,0,0.001234567901,0,1,0,0,0,0.008641975309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,0,0,0,0,0,0
ukb,mid,x_nonpar,pass,,,splice_donor_variant,HC,with_flags,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
ukb,mid,y_nonpar,pass,,,splice_donor_variant,HC,with_flags,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
ukb,mid,autosome_or_par,pass,,,splice_donor_variant,HC,,,10.75555556,3,21,9,11,13,8.944444444,2,20,7,9,11,1.811111111,0,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,10.40617284,2,21,8,10,12,9.645679012,1,20,8,9,11,7.488888889,1,17,6,7,9,12.56666667,4,24,10,13,15,0.3345679012,0,3,0,0,1,0.1592592593,0,3,0,0,0,0.1432098765,0,2,0,0,0,0.04567901235,0,2,0,0,0,4.040740741,0,9,3,4,5,5.844444444,1,14,4,6,7,2.635802469,0,9,1,3,4,4.086419753,0,9,3,4,5,8.480246914,2,18,7,8,10,2.818541719,0.2,13,1.5,2,3.5,0.2102803738,0,1,0,0,0,5.614407561,0.5,16,3,4.5,8,0.0126101745,0,1,0,0,0
ukb,mid,x_nonpar,pass,,,splice_donor_variant,HC,,,0.05185185185,0,2,0,0,0,0.03333333333,0,2,0,0,0,0,0,0,0,0,0,0.01851851852,0,1,0,0,0,0,0,0,0,0,0,0.03950617284,0,2,0,0,0,0.03086419753,0,2,0,0,0,0.01851851852,0,2,0,0,0,0.05185185185,0,2,0,0,0,0.002469135802,0,1,0,0,0,0,0,0,0,0,0,0.002469135802,0,1,0,0,0,0,0,0,0,0,0,0.001234567901,0,1,0,0,0,0.04814814815,0,2,0,0,0,0.002469135802,0,1,0,0,0,0.001234567901,0,1,0,0,0,0.05061728395,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,0,0,0,0,0,0
ukb,mid,y_nonpar,pass,,,splice_donor_variant,HC,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
ukb,mid,autosome_or_par,pass,,,splice_donor_variant,LC,,,3.151851852,1,7,2,3,4,1.82345679,0,5,1,2,3,1.328395062,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2.935802469,1,7,2,3,4,2.388888889,1,7,2,2,3,1.885185185,1,7,1,2,2,4.480246914,1,9,4,4,5,0.00987654321,0,1,0,0,0,0.003703703704,0,1,0,0,0,0.003703703704,0,1,0,0,0,0,0,0,0,0,0,0.2234567901,0,3,0,0,0,4.17037037,1,8,3,4,5,0.08641975309,0,2,0,0,0,0.2234567901,0,3,0,0,0,4.256790123,1,9,3,4,5,4.029850746,1,8,3,4,5,0,0,0,0,0,0,1.580524345,0,5,1,1.5,2,0,0,0,0,0,0
ukb,mid,x_nonpar,pass,,,splice_donor_variant,LC,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
